resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,activity_id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,start_time,activity_date,activity_name,activity_description,relative_effort,activity_gear,filename,athlete_weight,bike_weight,elapsed_time.1,distance.1,elevation_loss,elevation_low,elevation_high,max_grade,average_grade,average_positive_grade,average_negative_grade,max_cadence,max_heart_rate,average_heart_rate,max_watts,calories,max_temperature,average_temperature,relative_effort.1,total_work,number_of_runs,uphill_time,downhill_time,other_time,perceived_exertion,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.type"">type</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.start_time"">start_time</span>",weighted_average_power,power_count,prefer_perceived_exertion,perceived_relative_effort,commute.1,total_weight_lifted,from_upload,grade_adjusted_distance,weather_observation_time,weather_condition,weather_temperature,apparent_temperature,dewpoint,humidity,weather_pressure,wind_speed,wind_gust,wind_bearing,precipitation_intensity,sunrise_time,sunset_time,moon_phase,bike,gear,precipitation_probability,precipitation_type,cloud_cover,weather_visibility,uv_index,weather_ozone,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.jump_count"">jump_count</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.total_grit"">total_grit</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.avg_flow"">avg_flow</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.flagged"">flagged</span>"
,,3.0,1597.0,2286,23.0,Run,,1066260268,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.024,4.8,86.2,,,,,,,,,,,,,,,,,,,,,2017-07-03,Not sure if I just ran or swam @18392% humidity ,,32.0,,activities/1170091831.fit.gz,61.23500061035156,,2286.0,4834.5,,17.799999237060547,28.399999618530277,5.900000095367432,-0.1447926312685012,,,89.0,165.0,148.77207946777344,,364.9429931640625,,27.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.0,2665.0,4271,35.0,Run,,1067959611,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.021,4.2,86.6,,,,,,,,,,,,,,,,,,,,,2017-07-04,Hottest independence run,Praise God for rainfall at 4.5 after 4.5 of death,65.0,,activities/1171809917.fit.gz,61.23500061035156,,4271.0,8055.10009765625,,14.399999618530272,27.799999237060547,15.0,-0.1117300018668174,,,90.0,172.0,151.37899780273438,,,,31.0,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,1979.0,3141,12.0,Run,,1079142264,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.254,4.5,87.0,,,,,,,,,,,,,,,,,,,,,2017-07-11,Running errands...literally,,64.0,,activities/1183181821.fit.gz,61.23500061035156,,3141.0,6445.2998046875,,-19.799999237060547,-2.400000095367432,5.300000190734863,-0.1954912841320037,,,94.0,185.0,158.10263061523438,,,,26.0,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,522.0,522,5.0,Run,,1087141568,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.084,4.0,86.0,,,,,,,,,,,,,,,,,,,,,2017-07-16,Just a mile before some laps,,14.0,,activities/1191312349.fit.gz,61.23500061035156,,522.0,1618.699951171875,,21.399999618530277,26.600000381469727,4.5,-0.1111999973654747,,,89.0,167.0,155.9290008544922,,,,27.0,14.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,621.37,1272.0,2731,0.0,Swim,,1087222244,,,,,,,,,,,,,,,,,,,,False,,,,,,,,786.164,3.5,26.1,,,,,,,,,,,,,,,,,,,,,2017-07-16,"Haneen can't swim...1,000 m",,,,activities/1191395317.fit.gz,61.23500061035156,,2731.0,1000.0,,,,0.0,0.0,,,30.0,,,,,,25.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1461.0,2391,22.0,Run,,1090461503,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.306,4.3,88.2,,,,,,,,,,,,,,,,,,,,,2017-07-18,When it starts to pour the last .5🙌🏼,,35.0,,activities/1194690298.fit.gz,61.23500061035156,,2391.0,4836.60009765625,,12.399999618530272,28.399999618530277,6.800000190734863,-0.3184050023555755,,,115.0,170.0,152.2830047607422,,,,30.0,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.88,871.0,1236,71.0,Run,,1092059560,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.479,13.3,84.9,,,,,,,,,,,,,,,,,,,,,2017-07-19,Staduims before torrential downpour ,,28.0,,activities/1196303244.fit.gz,61.23500061035156,,1236.0,3033.5,,42.59999847412109,57.79999923706055,49.0,-0.1582330614328384,,,94.0,176.0,160.1151123046875,,243.8094482421875,,28.0,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.53,756.0,1119,4.0,Run,,1095035364,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.267,4.3,87.7,,,,,,,,,,,,,,,,,,,,,2017-07-21,A run to Publix to get dessert ,,4.0,,activities/1199319930.fit.gz,61.23500061035156,,1119.0,2474.5,,17.600000381469727,27.399999618530277,4.0,-0.2909678816795349,,,91.0,154.0,127.70330810546876,,,,28.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.08,2476.0,4279,30.0,Run,,1098533699,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.3,4.3,88.4,,,,,,,,,,,,,,,,,,,,,2017-07-23,Last run for the sake of research ,"For a week, that is",50.0,,activities/1202884742.fit.gz,61.23500061035156,,4279.0,8171.0,,18.0,32.20000076293945,4.699999809265137,0.0122384000569581,,,112.0,169.0,145.0959930419922,,,,29.0,50.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.34,710.0,1065,3.0,Run,,1107733972,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.042,4.0,86.6,,,,,,,,,,,,,,,,,,,,,2017-07-29,Trail run: too much water so barefoot!,Only saw one deer ,14.0,,activities/1212198370.fit.gz,61.23500061035156,,1065.0,2165.10009765625,,67.80000305175781,72.4000015258789,5.5,-0.0923744887113571,,,90.0,176.0,147.3464813232422,,,,29.0,14.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,474.0,718,7.0,Run,,1107803892,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.418,4.5,90.1,,,,,,,,,,,,,,,,,,,,,2017-07-29,Just needed a few more steps ,,11.0,,activities/1212270240.fit.gz,61.23500061035156,,718.0,1619.699951171875,,51.20000076293945,65.4000015258789,9.0,-0.4445270001888275,,,94.0,171.0,150.96600341796875,,,,26.0,11.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.8,1300.0,2284,5.0,Run,,1109694835,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.462,4.2,89.0,,,,,,,,,,,,,,,,,,,,,2017-07-30,Another day another trail run: ft. HUGE GATOR,,24.0,,activities/1214194244.fit.gz,61.23500061035156,,2284.0,4504.0,,6.800000190734863,35.599998474121094,10.300000190734863,-0.6261101365089417,,,94.0,171.0,146.7840118408203,,337.5487365722656,,27.0,24.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.14,559.0,772,2.0,Run,,1112869493,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.292,4.5,87.9,,,,,,,,,,,,,,,,,,,,,2017-08-01,Quick jog to campus/the gym,,7.0,,activities/1217417557.fit.gz,61.23500061035156,,772.0,1841.9000244140625,,62.79999923706055,69.0,4.0,-0.2931755185127258,,,91.0,161.0,141.1949462890625,,,,30.0,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,2071.0,2071,0.0,Workout,,1122538162,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2017-08-07,Have to take a break from running ,,4.0,,activities/1227257291.fit.gz,61.23500061035156,,2071.0,0.0,,82.80000305175781,82.80000305175781,0.0,0.0,,,,128.0,88.75712585449219,,,,31.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.52,2082.0,2315,38.0,Run,,1132459345,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.723,3.7,84.7,,,,,,,,,,,,,,,,,,,,,2017-08-13,Dr. Mom approved one run,,58.0,,activities/1237371985.fit.gz,61.23500061035156,,2315.0,5675.39990234375,,66.4000015258789,88.19999694824219,26.200000762939453,-0.0422877669334411,,,88.0,183.0,155.39480590820312,,428.5042419433594,,30.0,58.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,4240.0,4240,37.0,Walk,,1137224388,,,,,,,,,,,,,,,,,,,,False,,,,,,,,1.517,2.2,58.6,,,,,,,,,,,,,,,,,,,,,2017-08-16,"If you can't run it, walk it (with mom)",,13.0,,activities/1242212416.fit.gz,61.23500061035156,,4240.0,6437.89990234375,,44.59999847412109,75.4000015258789,8.199999809265137,0.0497056506574153,,,123.0,144.0,113.06232452392578,,,,32.0,13.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.01,1461.0,3026,11.0,Run,,1145424176,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.313,5.2,88.5,,,,,,,,,,,,,,,,,,,,,2017-08-21,First run back and no pain!,,35.0,,activities/1250550224.fit.gz,61.23500061035156,,3026.0,4845.10009765625,,35.0,51.20000076293945,14.800000190734863,-0.2187777310609817,,,98.0,184.0,149.93655395507812,,,,28.0,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.34,696.0,892,14.0,Run,,1147074843,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.089,4.0,86.6,,,,,,,,,,,,,,,,,,,,,2017-08-22,Started to do a Tempo...then realized I needed to be home by 6,Condensed tempo run ,23.0,,activities/1252230071.fit.gz,61.23500061035156,,892.0,2150.699951171875,,45.20000076293945,51.59999847412109,5.800000190734863,0.0743943825364112,,,90.0,179.0,159.34146118164062,,,,31.0,23.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1693.0,2154,16.0,Run,,1148348756,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.853,3.9,85.6,,,,,,,,,,,,,,,,,,,,,2017-08-23,Slow HOT afternoon run,,63.0,,activities/1253523896.fit.gz,61.23500061035156,,2154.0,4831.7998046875,,28.0,38.0,6.900000095367432,0.0372531972825527,,,89.0,187.0,162.664306640625,,,,32.0,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2205.0,3581,17.0,Run,,1153607705,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.921,4.0,86.6,,,,,,,,,,,,,,,,,,,,,2017-08-26,2 miles of techy trail. Got lost!,,42.0,,activities/1258847312.fit.gz,61.23500061035156,,3581.0,6442.60009765625,,37.59999847412109,50.20000076293945,7.800000190734863,-0.1179647967219352,,,92.0,173.0,146.49295043945312,,484.6470031738281,,31.0,42.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.5,1824.0,3836,38.0,Run,,1157303669,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.087,4.3,86.2,,,,,,,,,,,,,,,,,,,,,2017-08-28,One good thing this hurricane is bringing: cool weather ,,39.0,,activities/1262595491.fit.gz,61.23500061035156,,3836.0,5634.5,,20.600000381469727,44.0,5.699999809265137,-0.1952259987592697,,,91.0,168.0,148.06900024414062,,,,27.0,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,862.0,2053,12.0,Run,,1158860664,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.735,4.7,90.8,,,,,,,,,,,,,,,,,,,,,2017-08-29,8x400's,,15.0,,activities/1264164851.fit.gz,61.23500061035156,,2053.0,3227.39990234375,,18.0,29.399999618530277,5.099999904632568,-0.1301357150077819,,,98.0,162.0,145.75930786132812,,,,28.0,15.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2363.0,4257,23.0,Run,,1160572380,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.725,3.8,86.0,,,,,,,,,,,,,,,,,,,,,2017-08-30,New trails—got lost again,,73.0,,activities/1265886061.fit.gz,61.23500061035156,,4257.0,6442.2998046875,,25.600000381469727,38.20000076293945,6.900000095367432,-0.0465672202408313,,,92.0,185.0,157.0975799560547,,488.2132873535156,,30.0,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.0,2660.0,5184,31.0,Run,,1164715828,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.026,4.4,87.4,,,,,,,,,,,,,,,,,,,,,2017-09-02,Super chill run—my fave,,53.0,,activities/1270070398.fit.gz,61.23500061035156,,5184.0,8053.5,,53.79999923706055,75.5999984741211,32.599998474121094,-0.1713540703058242,,,90.0,169.0,149.9021759033203,,,,29.0,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1777.0,1930,11.0,Run,,1167176408,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.718,3.8,86.2,,,,,,,,,,,,,,,,,,,,,2017-09-03,Ladies run,,62.0,,activities/1272568614.fit.gz,61.23500061035156,,1930.0,4834.2001953125,,48.59999847412109,75.5999984741211,5.199999809265137,-0.5378345847129822,,,92.0,190.0,160.96788024902344,,,,28.0,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.5,650.0,1321,4.0,Run,,1170284874,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.708,4.6,91.8,,,,,,,,,,,,,,,,,,,,,2017-09-05,6x400's,,4.0,,activities/1275712906.fit.gz,61.23500061035156,,1321.0,2418.800048828125,,33.0,39.20000076293945,3.200000047683716,-0.099222756922245,,,96.0,161.0,127.63059997558594,,,,28.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1521.0,2570,38.0,Run,,1171800263,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.176,4.3,89.1,,,,,,,,,,,,,,,,,,,,,2017-09-06,Rainy run ,,32.0,,activities/1277249100.fit.gz,61.23500061035156,,2570.0,4835.0,,28.0,52.400001525878906,9.899999618530272,0.0,,,93.0,174.0,149.70538330078125,,,,27.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2128.0,4155,26.0,Run,,1174593318,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.026,4.7,88.7,,,,,,,,,,,,,,,,,,,,,2017-09-08,Pre Irma trail run ,,58.0,,activities/1280079836.fit.gz,61.23500061035156,,4155.0,6441.7001953125,,29.600000381469727,38.0,17.600000381469727,-0.0093143116682767,,,94.0,183.0,154.66714477539062,,,,30.0,58.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.83,1060.0,1060,14.0,Walk,,1177986049,,,,,,,,,,,,,,,,,,,,False,,,,,,,,1.255,1.9,55.1,,,,,,,,,,,,,,,,,,,,,2017-09-10,Irma walk. Winds are picking up ,,3.0,,activities/1283534883.fit.gz,61.23500061035156,,1060.0,1336.0999755859375,,35.400001525878906,49.79999923706055,18.600000381469727,0.1347199976444244,,,57.0,120.0,105.74400329589844,,,,27.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.09,1484.0,3217,14.0,Run,,1182709085,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.349,8.7,88.4,,,,,,,,,,,,,,,,,,,,,2017-09-13,Post Irma running errands—literally ,,30.0,,activities/1288312465.fit.gz,61.23500061035156,,3217.0,4974.60009765625,,30.200000762939453,38.0,9.100000381469728,-0.1085514426231384,,,94.0,169.0,147.0449981689453,,374.1145324707031,,30.0,30.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.99,1080.0,1080,,Run,,1185548419,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.972,,,,,,,,,,,,,,,,,,,,,,,2017-09-15,"Fun run and yoga after with Ann, Tessa, and Abby",,,,,61.23500061035156,,1080.0,3218.68994140625,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2017.0,3746,34.9,Run,,1186633991,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.193,5.4,,,,,,,,,,,,,,,,,,,,,,2017-09-16,Pre game run,HUMID,,,activities/1186633991.gpx,61.23500061035156,,3746.0,6442.89990234375,,19.0,41.70000076293945,8.5,0.0093125803396105,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.5,1755.0,2744,24.0,Run,,1190666364,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.208,4.4,,,,,,,,,,,,,,,,,,,,,,2017-09-18,Pre indoor game @11 pm run,,,,activities/1190666364.gpx,61.23500061035156,,2744.0,5637.7998046875,,19.0,29.0,14.5,-0.0035474800970405,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.99,850.0,850,,Run,,1192411272,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.776,,,,,,,,,,,,,,,,,,,,,,,2017-09-20,8x400's on the treadmill,,,,,61.23500061035156,,850.0,3218.68994140625,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2042.0,3395,36.6,Run,,1193588821,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.149,5.1,,,,,,,,,,,,,,,,,,,,,,2017-09-20,Hot afternoon run—would not advise,,,,activities/1193588821.gpx,61.23500061035156,,3395.0,6437.89990234375,,19.0,41.0,12.899999618530272,0.0046598999761044,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.33,1736.0,2988,22.9,Run,,1197350935,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.088,4.3,,,,,,,,,,,,,,,,,,,,,,2017-09-23,Running away from camp @fall conference ,,,,activities/1197350935.gpx,61.23500061035156,,2988.0,5359.7001953125,,31.0,49.900001525878906,7.5,0.0149261998012661,,,,,,,404.52581787109375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2003.0,3531,22.0,Run,,1203351430,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.215,4.2,90.1,,,,,,,,,,,,,,,,,,,,,2017-09-26,Getting less hot *don't jinx it*,,74.0,,activities/1309261147.fit.gz,61.23500061035156,,3531.0,6444.5,,36.400001525878906,58.59999847412109,8.0,-0.0962060689926147,,,95.0,192.0,162.47752380371094,,487.09222412109375,,33.0,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,487.0,3749,7.0,Run,,1204989543,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.306,5.0,88.8,,,,,,,,,,,,,,,,,,,,,2017-09-27,When your run turns into beach volleyball ,,6.0,,activities/1310910814.fit.gz,61.23500061035156,,3749.0,1615.9000244140625,,46.400001525878906,51.400001525878906,6.400000095367432,0.0247540064156055,,,98.0,158.0,140.73361206054688,,122.02134704589844,,31.0,6.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.0,3155.0,5527,19.0,Run,,1206432393,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.062,4.1,88.8,,,,,,,,,,,,,,,,,,,,,2017-09-28,Slow hot miles ,Supposed to run trails. Irma turned hide trails into a lake ,94.0,,activities/1312374027.fit.gz,61.23500061035156,,5527.0,9660.400390625,,31.799999237060547,49.0,6.199999809265137,-0.1449215412139892,,,93.0,176.0,157.18389892578125,,,,35.0,94.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.0,2596.0,5212,56.0,Run,,1215518548,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.101,4.8,88.8,,,,,,,,,,,,,,,,,,,,,2017-10-04,Ran into these goons with 2 miles left!,,60.0,,activities/1321573557.fit.gz,61.23500061035156,,5212.0,8056.7998046875,,40.400001525878906,69.19999694824219,18.799999237060547,0.2432730048894882,,,94.0,176.0,146.66600036621094,,,,31.0,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.07,1106.0,1106,21.0,Run,,1218076640,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.011,4.4,87.0,,,,,,,,,,,,,,,,,,,,,2017-10-06,Gator Gallop 2017,Fun run,32.0,,activities/1324159927.fit.gz,61.23500061035156,,1106.0,3334.10009765625,,58.59999847412109,73.19999694824219,5.099999904632568,0.3059296309947967,,,93.0,171.0,156.9475555419922,,253.9139404296875,,33.0,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.01,1529.0,2846,27.0,Run,,1223090519,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.165,4.2,88.3,,,,,,,,,,,,,,,,,,,,,2017-10-09,Quick run before the storm!,,33.0,,activities/1329254245.fit.gz,61.23500061035156,,2846.0,4840.2998046875,,37.0,60.0,10.899999618530272,-0.1652790158987045,,,96.0,173.0,149.69134521484375,,,,32.0,33.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.03,343.0,1628,4.0,Run,,1223663452,,,,,,,,,,,,,,,,,,,,False,,,,,,,,4.84,6.2,96.6,,,,,,,,,,,,,,,,,,,,,2017-10-10,Track with Hillary (8x200s),Early am,3.0,,activities/1329833332.fit.gz,61.23500061035156,,1628.0,1659.5999755859375,,47.79999923706055,57.0,25.200000762939453,0.0241021923720836,,,105.0,161.0,136.14328002929688,,,,27.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,477.0,579,5.0,Run,,1228698030,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.375,5.4,89.7,,,,,,,,,,,,,,,,,,,,,2017-10-13,Quick run before corn mazes and haunted houses ,,10.0,,activities/1334904686.fit.gz,61.23500061035156,,579.0,1617.9000244140625,,42.79999923706055,49.20000076293945,6.699999809265137,0.0494468137621879,,,92.0,169.0,148.5010528564453,,123.08972930908205,,32.0,10.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.49,375.0,400,20.0,Run,,1233940934,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.107,6.3,83.4,,,,,,,,,,,,,,,,,,,,,2017-10-16,Supposed to do stadiums with tessa...decided to talk instead ,,8.0,,activities/1340241798.fit.gz,61.23500061035156,,400.0,792.7999877929688,,79.19999694824219,91.1999969482422,34.70000076293945,-0.4036327004432678,,,90.0,157.0,147.3235321044922,,,,31.0,8.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.02,342.0,1588,0.0,Run,,1234567758,,,,,,,,,,,,,,,,,,,,False,,,,,,,,4.795,5.8,96.9,,,,,,,,,,,,,,,,,,,,,2017-10-17,8x200’s with Hillary and Ann,,1.0,,activities/1340875487.fit.gz,61.23500061035156,,1588.0,1648.699951171875,,49.59999847412109,55.20000076293945,19.0,-0.145569235086441,,,101.0,137.0,111.03206634521484,,,,23.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.05,2068.0,3618,36.0,Run,,1236808619,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.148,4.0,88.9,,,,,,,,,,,,,,,,,,,,,2017-10-18,Last run before Richard Spencer,,35.0,,activities/1343132939.fit.gz,61.23500061035156,,3618.0,6511.60009765625,,39.0,60.0,9.699999809265137,-0.0430001839995384,,,93.0,171.0,145.6182098388672,,,,29.0,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.01,997.0,3211,11.0,Run,,1239408549,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.24,4.5,89.7,,,,,,,,,,,,,,,,,,,,,2017-10-20,LCS jog,,11.0,,activities/1345754108.fit.gz,61.23500061035156,,3211.0,3230.199951171875,,76.0,90.0,30.899999618530277,0.0309578347951173,,,95.0,170.0,139.1108856201172,,,,32.0,11.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1577.0,1844,8.0,Run,,1240875528,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.063,3.6,89.1,,,,,,,,,,,,,,,,,,,,,2017-10-21,1/9 laps for you Jake! ,Marine Corp Marathon!,49.0,,activities/1347242794.fit.gz,61.23500061035156,,1844.0,4836.5,,62.79999923706055,88.0,3.299999952316284,-0.4466039538383484,,,94.0,175.0,157.7449188232422,,,,32.0,49.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1503.0,2763,22.0,Run,,1245418756,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.214,4.3,89.1,,,,,,,,,,,,,,,,,,,,,2017-10-24,Weather please stay like this forever ,,36.0,,activities/1351850054.fit.gz,61.23500061035156,,2763.0,4835.10009765625,,39.79999923706055,49.20000076293945,6.199999809265137,-0.0703191235661506,,,92.0,173.0,151.1251678466797,,,,28.0,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1537.0,2493,21.0,Run,,1246859289,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.142,5.6,89.7,,,,,,,,,,,,,,,,,,,,,2017-10-25,Finished by the farmers market ,,23.0,,activities/1353301034.fit.gz,61.23500061035156,,2493.0,4835.7998046875,,45.59999847412109,65.5999984741211,6.199999809265137,0.0289507415145635,,,93.0,166.0,141.65081787109375,,,,26.0,23.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
