resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,activity_id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,start_time,activity_date,activity_name,activity_description,relative_effort,activity_gear,filename,athlete_weight,bike_weight,elapsed_time.1,distance.1,elevation_loss,elevation_low,elevation_high,max_grade,average_grade,average_positive_grade,average_negative_grade,max_cadence,max_heart_rate,average_heart_rate,max_watts,calories,max_temperature,average_temperature,relative_effort.1,total_work,number_of_runs,uphill_time,downhill_time,other_time,perceived_exertion,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.type"">type</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.start_time"">start_time</span>",weighted_average_power,power_count,prefer_perceived_exertion,perceived_relative_effort,commute.1,total_weight_lifted,from_upload,grade_adjusted_distance,weather_observation_time,weather_condition,weather_temperature,apparent_temperature,dewpoint,humidity,weather_pressure,wind_speed,wind_gust,wind_bearing,precipitation_intensity,sunrise_time,sunset_time,moon_phase,bike,gear,precipitation_probability,precipitation_type,cloud_cover,weather_visibility,uv_index,weather_ozone,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.jump_count"">jump_count</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.total_grit"">total_grit</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.avg_flow"">avg_flow</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.flagged"">flagged</span>"
2.0,Foot takes on 3 with no cause for alarm 🦶🙏🙏🙏🦶,3.01,1357.0,2726,53.0,Run,0.0,5209942124,garmin_push_6690084058,5551368428.0,2021-04-28T21:03:18Z,2021-04-28,(GMT-05:00) America/New_York,-14400.0,"[26.026699, -80.164468]","[26.030578, -80.156653]",,,United States,26.026699,-80.164468,0.0,18.0,6.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5551368428.0,3.565,6.8,89.4,30.0,True,157.2,201.0,False,True,29.8,-3.0,0.0,0.0,False,5492162.0,1.0,a5209942124,yiz}C|bhhN[?a@GYAMBK\CNIdAHXHNJHxBPfAR`@?DFJf@@`@@`BSN\lABRMf@Dh@@~AIxB?|AD`@E\D`@AvABdCD\Dz@Fl@@VAbCIHw@DqB`@wAl@mA^u@F_@ASDIx@IZDJDf@ATADIDYD]A_@FsGBUNEl@ElBD`CCLC@cF?oBBk@AMCJg@OXENMBkABq@AGSE_D@wAAqDGgEHwA?qBEkAIiAV@c@OKGIa@MaCGaF@wABaB\_CRoCA@EqBBo@I_@@y@DUIY]w@?GHW?i@HQF[Ic@AsAD{AC[?sFBL?CGwA@]AoD@C?kACgD?oDC_BBm@Fc@Ia@CkEf@t@Se@W]CS@mEEeC@KBCn@IfB?DA`@@fDC@JEGFCnCAD@FF@L?|BAxA@`A@xDLtC,2.0,,,,17:03:18,2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Walk and talk ,2.19,2884.0,3459,48.0,Walk,,5204392652,garmin_push_6684349877,5545616860.0,2021-04-27T21:23:09Z,2021-04-27,(GMT-05:00) America/New_York,-14400.0,"[26.028834, -80.17179]","[26.028681, -80.171825]",,,United States,26.028834,-80.17179,0.0,17.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5545616860.0,1.223,3.0,53.3,30.0,True,105.0,127.0,False,True,21.8,4.4,0.0,0.0,False,5492162.0,1.0,a5204392652,ewz}CtpihNGCSA]B[AIBi@?UGS?GFW`AUf@Ib@IRK^AVBf@CNDnACJ@hBMf@?TETD^?`@BXMTMD]AMKEK?YG[@_AIUAMBa@AG?WGa@D{@CYUWI?MDg@BCACI?QFTjACVPHNBrACRBPCX@d@DPGf@B`@?NHx@ZBVGDI?KFM@WCg@@QLORGV?v@KdAEZ@LCd@@f@Dh@CT@@CCIDHH@bAGf@@^C\Bn@EJ@JD^CXDDBFG^EDCBCBQGgAAaBGo@H]C]?GDBGk@?_@@ETSn@Mz@IL?BDl@GPJV?LAAD@B?CZE~@?~@CdB?p@EpABp@ANC\Bb@CnB?Dg@Ai@@YAg@@VFu@FKBANAl@@cAGGEAGKeA?i@EO@g@AWBO?MAl@FPCt@Fp@Cf@EBMBSJk@Es@BQRGN?LDHGZWJQ@i@?IBQCw@Fc@EwBNc@C_@BeACqADGBETALDTWDCH_AF}AZS@}@\KHOFCAOi@?q@ESMQUCEBU@y@CQDICu@?WDo@?,2.0,,,,17:23:09,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,"6x500 , who wants to do a tri with me??!?",1.7,3622.0,4631,0.0,Swim,,5198303124,garmin_push_6678213152,5539309777.0,2021-04-26T20:41:53Z,2021-04-26,(GMT-05:00) America/New_York,-14400.0,,,,,United States,,,0.0,18.0,11.0,1.0,0.0,True,False,False,False,everyone,False,,False,5539309777.0,0.757,22.9,,31.0,True,131.7,171.0,False,True,,,0.0,0.0,False,5492162.0,1.0,a5198303124,,2.0,,,,16:41:53,2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,It’s a climb 🎶 ,1.5,664.0,827,21.0,Run,0.0,5192894650,garmin_push_6672595099,5533678495.0,2021-04-25T19:57:22Z,2021-04-25,(GMT-05:00) America/New_York,-14400.0,"[26.026847, -80.164523]","[26.025973, -80.164774]",,,United States,26.026847,-80.164523,0.0,13.0,1.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5533678495.0,3.642,4.8,88.9,33.0,True,149.5,181.0,False,True,10.0,-14.0,0.0,0.0,False,5492162.0,1.0,a5192894650,wjz}ChchhNORE@qAMUAIBER@pACJG@g@Sc@I}@[uA_@}Ao@i@IYM{Bq@y@Qe@M]EcAUyAUy@KU@c@GCAW{@AoCGaCCyD@uAEgCBi@BKdDCdBKlAB\G`@ArAEvA?r@CdA?PBFPEzCDvACfBBRF`CK|@HaADMXMf@CZ?p@GREJ[PQvEKfAFB?BGRATBBd@C`A@hCDh@B~ACt@?hBGnB,2.0,,,,15:57:22,2021-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,"Post work walk with Rachel where we discuss simple things like the meaning of life, multiple sources of income, is POV nature vs nurture ",1.38,1885.0,1885,49.0,Walk,,5180032657,garmin_push_6659766702,5520285445.0,2021-04-23T21:20:29Z,2021-04-23,(GMT-05:00) America/New_York,-14400.0,"[26.028952, -80.1717]","[26.02877, -80.171847]",,,United States,26.028952,-80.1717,0.0,16.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5520285445.0,1.177,2.0,52.6,30.0,True,103.5,123.0,False,True,42.0,9.0,0.0,0.0,False,5492162.0,1.0,a5180032657,}wz}CbpihNa@Dg@@q@GQIE@I@GFGLKj@c@hAOl@Ab@GL@vB@t@BLDJ?|@LR@NFLd@?~AENEHBZ@l@ChCBHFCLDh@@z@GHi@H]By@AMFe@E}@BSCm@BUCC@CDC?CNMH]HAhACLDr@BDED?J?ZDREF@LAX@|AFh@Ed@?l@CLAZCJc@DD?FGJEF@?@PCVDjACn@EHI@YI{ABQ?]Ia@?g@Dq@DCDU?[HW?MHSJUT[NMNUFYK[?KKFo@AQB]A_@@o@Ae@BOAKOEi@KYFS?SJOOSEO?i@CSByAGYDi@A_ADU?WTe@BY\u@FWN_@XGj@NFCHDlAELCRL,2.0,,,,17:20:29,2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Baby steps #comebackslowly,1.01,435.0,435,12.0,Run,0.0,5174651014,garmin_push_6654339084,5514701109.0,2021-04-22T21:11:40Z,2021-04-22,(GMT-05:00) America/New_York,-14400.0,"[26.026898, -80.164387]","[26.027648, -80.16501]",,,United States,26.026898,-80.164387,0.0,16.0,4.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5514701109.0,3.728,5.9,89.8,31.0,True,151.3,176.0,False,True,17.2,5.8,0.0,0.0,False,5492162.0,1.0,a5174651014,akz}ClbhhNONkADMBIH@p@DfATHf@Fx@?bALZHV@FEJoBDq@ByBC[?g@Di@AgBE[H_AGm@?cCCKGC}@FkA?wAFkA?QAKB@B@?h@I`EMt@Hn@AFDBNC~ALtACn@@l@EjC@~BEd@GjDKHE?yAKeAMsAUa@OKO,2.0,,,,17:11:40,2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Farthest I have moved on 16 days but who’s counting ,1.0,1415.0,1415,6.0,Walk,,5169255081,garmin_push_6648866345,5509100918.0,2021-04-21T21:35:34Z,2021-04-21,(GMT-05:00) America/New_York,-14400.0,"[26.026987, -80.16444]","[26.027346, -80.16444]",,,United States,26.026987,-80.16444,0.0,16.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5509100918.0,1.141,2.1,51.4,30.0,True,100.6,116.0,False,True,11.0,7.0,0.0,0.0,False,5492162.0,1.0,a5169255081,skz}CvbhhNLBAFOJQKWIWBIFCHDT?LKn@@JHXHF^?PDR?TF~@Ln@BNDZDDABMA}@Ds@?{@HkA?WCmBBSCi@@o@AK@ICu@?m@Eo@?c@EU?_@GBOGc@@QIi@@g@DIDi@@_@EJG\?tADF?LIJ?NDN?PBh@?BH@XCvA@p@AH@v@Fh@@j@EtB@X?XADEfDGhBGDg@A[II@]IWAOGQAUIOAe@GWKYEKQAQ@]Ee@@KBKJKd@B,2.0,,,,17:35:34,2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Was aiming for 3000 yards (6x500) but pool closes at 6,1.31,2712.0,3571,0.0,Swim,,5157185826,garmin_push_6636810406,5496610638.0,2021-04-19T21:10:26Z,2021-04-19,(GMT-05:00) America/New_York,-14400.0,,,,,United States,,,0.0,16.0,1.0,1.0,0.0,True,False,False,False,everyone,False,,False,5496610638.0,0.775,6.6,,31.0,True,134.8,167.0,False,True,,,0.0,0.0,False,5492162.0,1.0,a5157185826,,2.0,,,,17:10:26,2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Don’t mind me pretending like I know what I’m doing ,1.39,3026.0,3644,0.0,Swim,,5122344831,garmin_push_6602238153,5460273066.0,2021-04-13T21:18:33Z,2021-04-13,(GMT-05:00) America/New_York,-14400.0,,,,,United States,,,0.0,16.0,2.0,1.0,0.0,True,False,False,False,everyone,False,,False,5460273066.0,0.74,5.9,,30.0,True,130.5,155.0,False,True,,,0.0,0.0,False,5492162.0,1.0,a5122344831,,2.0,,,,17:18:33,2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,First Swim...may be new norm for a bit,0.95,1988.0,2748,0.0,Swim,,5087316671,garmin_push_6567848434,5423605763.0,2021-04-07T21:01:42Z,2021-04-07,(GMT-05:00) America/New_York,-14400.0,,,,,United States,,,0.0,15.0,1.0,1.0,0.0,True,False,False,False,everyone,False,,False,5423605763.0,0.77,5.4,,30.0,True,117.0,155.0,False,True,,,0.0,0.0,False,5492162.0,1.0,a5087316671,,2.0,,,,17:01:42,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Trying to give the ole Peroneal a break ,6.63,1896.0,2174,70.0,Ride,10.0,5085928550,garmin_push_6566531277,5422168302.0,2021-04-07T16:34:40Z,2021-04-07,(GMT-05:00) America/New_York,-14400.0,"[26.026955, -80.16437]","[26.026902, -80.16419]",,,United States,26.026955,-80.16437,0.0,19.0,3.0,1.0,0.0,False,False,False,False,everyone,False,,False,5422168302.0,5.629,7.8,,29.0,True,123.0,145.0,False,True,25.8,0.0,0.0,0.0,False,5492162.0,1.0,a5085928550,mkz}CjbhhNIPE?[IUCG@KFEvABZDTv@NTFd@FTLZJt@JVHV@HJHj@CbABj@?z@AL@jAGTNj@H~G?|AKb@E`@@rCJlABz@@~C?HIL_ADiAPi@PgAb@q@R_@Bu@A[FGFI`@AVBlACXQJaJAU@ODOTERJdGCNEBqH@cEDUBo@Em@HcEHyCRa@?u@Nu@@g@Nk@Lm@FsBH{ABoCb@o@BSEYMYA_BB{@Ta@?aAGSBSFQBYGM?QGM?IPIBSLGRAfBBjBGXSPiAd@uDbAsDn@aBPs@Fe@FOFKNATL|Ad@xCAXEHGDWBsAJYAEBANjBhIbAnDt@xBhAjCp@tAJh@PvA@z@AZQxA_@dA{CjFi@t@WFgBCkABuBAwCBUDKPAJBdAHvA@rC@LHVPLLBbA?lBGdDAHJF@@K@aBAqAJeAZ{@j@gAFSAEMBCFGf@S\Up@[dB@fDDTN^Bd@FHpEKfC?zBI~B@jDE|CGfA?bAGl@DdAA^EtB@\Af@Bj@EpF?d@@`CArAGjD?jEKDIhAJ~CSZ@v@EbAAFAFGBQPg@?UMcM?qEC{A?yAG_J@gAEgD?_DEgBA{D@oCEkE@UHSRIjBB\KHSMsKDgBKeAAkFCoB@oAZkBPc@NW|@qCd@y@TK~E@tBCT@PDJTDhA?nDDTJHJAz@_@bAYbBS^Q?CMqFMc@?Y?iCDu@Ey@Fc@GO?aBL_DC}@EQ?SBOCuAB@B}@KgCEYIISCeAGgDk@KKEQ?uBJKlAOD[,2.0,80.5,152.7,False,12:34:40,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Monday ~vibing~,3.01,1361.0,2039,57.0,Run,0.0,5076143000,garmin_push_6556790123,5411953466.0,2021-04-05T21:17:52Z,2021-04-05,(GMT-05:00) America/New_York,-14400.0,"[26.026926, -80.165378]","[26.030668, -80.153163]",,,United States,26.026926,-80.165378,0.0,18.0,3.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5411953466.0,3.559,4.7,89.2,27.0,True,163.5,190.0,False,True,37.2,9.2,0.0,0.0,False,5492162.0,1.0,a5076143000,gkz}CrhhhNT@d@F`@Jt@Jr@DFPBNAzADx@CPJAGfCBl@AzAGl@?t@CZAt@Fb@Cl@B`@?~A@~@DtABFGRHVHxEEFEB_@?yBf@oBr@w@Rq@Hk@AYJELCh@SJRHJn@AJED[Lg@Dg@?[DcE?oALGLClAFnEGJs@DmE?i@CwDBc@BUACEESCq@@iJGmDA{ESuC@S^Ai@SKo@YiDGqD?{BBm@t@{GD@GaB@aAE[A[BaA?yAC{@Jc@Ka@Ci@OqLAaF@i@DE?Q@eACeAA_BCe@@{DKaIAqDCoB?qBFUB?tBC`B@v@CdA?EeAAoBB{@Cm@@}BCy@AyABSNGpB?\BDJBTA~BBz@FrH,2.0,,,,17:17:52,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Double digits cause apparently everyone is doing it ,10.09,6036.0,6790,165.0,Run,0.0,5062558189,garmin_push_6543476519,5397684771.0,2021-04-03T14:13:53Z,2021-04-03,(GMT-05:00) America/New_York,-14400.0,"[28.033152, -81.952118]","[28.027892, -81.951017]",,,United States,28.033152,-81.952118,3.0,26.0,3.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,False,5397684771.0,2.691,3.7,85.5,23.0,True,154.1,181.0,False,True,80.6,18.2,2.0,0.0,False,5492162.0,1.0,a5062558189,efbjDvgesN]FeAB[CyDHiCAa@HmBGO[YiAa@iA}@wAi@o@sCoBa@Ke@?_AZ{@l@}@~@kBhB_BxB@fACl@@`C_DNk@@u@Gg@@YG_DN{@GOI]WAMv@iAj@kAPw@Ak@IYg@w@eAgAm@c@cA_@}@Oq@[wCG}@Pm@`@ITEf@JrB^pAFdANp@r@~Az@dATRn@NzBIl@Qp@aAPQJEVRp@HzA@z@H|GGfAGLnBRvAz@`Cx@zAfApATb@`@LXTrACvDa@fA[b@S`@WX]d@eAXeBNwA@eC[iEHOXEZDnBD~FI^Ft@@~@GVSEtDBfBEd@DzDDvAC`A@XEl@FfACpBEbAGb@@TAhA?`AHpAC`CF`LMrAFj@?r@D\LLC`@vCXdCr@hC|Bp@`AbAxCrAlGVdBh@nAb@d@dDxIFn@C^mAfCUTUEgAs@{Am@sA_@gC]eKc@}@MaAUgAa@{DkBuAs@cAu@y@}@e@y@{@{BU_A_@cCO_BWaBG}@UaAYuBi@mF]sAv@[jAGh@QvCBpAIl@FnAMjAFpAGnDAJG?_GEaGDaCGaA?m@h@IM{ADg@B}BCq@B{@C_ADi@E{EBqBE{@@}CBSZCKNGZC`@B`@IlAl@BjAN`CEz@FjCInADl@ExBBXFp@GhAATMbAq@~B{Bl@c@@Ic@sAMU]eBg@mAIe@C[Sc@_AqCm@_F[{CQaAUiBWwAY{CIcBs@mEGq@BgET}BTg@Fe@Vq@Xa@d@_BRa@nAaBfAmAp@e@|@c@|@u@b@WdDkAt@_@nAMCUQi@AmCG_AHsAC{@B[CkC@kAIcA@gADI|@OtADrBG|AM`CNdAAh@DBEDg@CoABc@CqAE_@CCgD?IH?dADh@VbAB`@I`@KRiBEqD?cBLa@LEVAhAHn@GnAF|DAl@M|@@dBCl@DfATR@VDBbB]^Q~@QhCQv@Ql@E`BHdAGb@@`BVlAh@`ARZTxAvBpC~Ip@jC\`Ah@|@v@`Cr@pA|@nAj@nAPTb@jATjAPP\t@j@f@J^RlABfB_@tCg@rC[vAcClGi@p@kCxBaB~AgDfC_Ax@aAl@yFfCqBr@oBNeGGiABmGU}@MOIS[aAqBe@cBWm@a@{AQa@_@iBQY^l@F`@n@~B,2.0,,,,10:13:53,2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Love me THE lake,3.01,1376.0,2153,29.0,Run,0.0,5057900527,garmin_push_6538913495,5392792752.0,2021-04-02T21:00:13Z,2021-04-02,(GMT-05:00) America/New_York,-14400.0,"[28.020662, -81.958219]","[28.020995, -81.951717]",,,United States,28.020662,-81.958219,0.0,13.0,1.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5392792752.0,3.517,4.5,89.4,23.0,True,154.1,182.0,False,True,75.8,42.4,0.0,0.0,False,5492162.0,1.0,a5057900527,cx_jDzmfsNTHJTAJM\gALOAkCFcALiBBYEEKC]EmCJmBDSCmYAHMe@QCy@Rg@H}@H{@AeB@iCCk@@y@EeAKcCIQ?_AOSKYa@Og@Uk@oAoEa@iA_@aBUg@cAyDUoAIc@KoAUeB{@aGAc@QeBQy@MqBMsAMu@YqAG_A?c@Bk@AcBD]b@kBj@oBX_@Vu@^AISHe@HUj@{@`@g@Xa@`AcA^WxBsAfBs@hDoAjEi@pB]pBYr@IxACrADn@AN?j@JRZTEt@LpA\JF\\`AvAb@|@^~@xAdFRl@P^r@rBlBbFd@bAd@n@d@z@^j@\x@v@|Bf@`Ad@r@N^Lp@H`AAj@UjBu@dEU|@qA`Eq@fBU^URoBxA{AxA_G|EOH,2.0,,,,17:00:13,2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,I call this one: A quick lil something before evening rain and long drive,2.01,897.0,1197,17.0,Run,0.0,5051008898,garmin_push_6532178332,5385559515.0,2021-04-01T17:28:21Z,2021-04-01,(GMT-05:00) America/New_York,-14400.0,"[26.026899, -80.164374]","[26.025807, -80.162003]",,,United States,26.026899,-80.164374,0.0,21.0,3.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5385559515.0,3.603,6.1,89.6,30.0,True,155.4,186.0,False,True,17.0,5.2,0.0,0.0,False,5492162.0,1.0,a5051008898,akz}CjbhhNA@MHu@AK@IFG\@dBGBKAaBi@eAUa@Q{A_@i@UaBe@u@]eBi@wB]m@EwDk@IGCMAm@Iu@Ak@BU?k@GiB@oBKsGDs@BQlA@d@B|BCh@BdAGHG^CpBFdEGLFJ`MFx@JTFDQ`@Rc@TG`@FF?HGVc@HGJCNGFIRg@VIr@CzABRCf@?fACb@Hp@BbBIXBfAEr@F\Ib@GzA?TF^?pAG`A?FBLGx@EPH@FAjCEt@@j@Cn@KDe@BQART{@Ak@Ey@DgCEUBwBAKCIGQ]I]IiEEYCA_@AkBHIBA\Bn@,2.0,,,,13:28:21,2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Monday ~vibing~ ft. Munchkins playing soccer #goals,3.01,1379.0,2060,36.0,Run,0.0,5033951781,garmin_push_6515359121,5367711701.0,2021-03-29T21:35:23Z,2021-03-29,(GMT-05:00) America/New_York,-14400.0,"[26.026865, -80.164255]","[26.031632, -80.148453]",,,United States,26.026865,-80.164255,0.0,18.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5367711701.0,3.509,4.6,89.1,30.0,True,154.4,183.0,False,True,24.8,4.2,0.0,0.0,False,5492162.0,1.0,a5033951781,{jz}CrahhNMl@CB}@@K@GDG\FdAFLt@h@p@Dr@Jn@N^DX?NDDJDh@@nBIz@Fn@@PEd@H`ADfAKB@\EbDH`@Eb@Bt@Cz@BvCJb@Ap@Dj@Cn@BnAEh@yAR}@PoAb@iAf@SByABMHIRC^GVKIPFDL?PEf@CDMH}BFuFDYHEpAD`DG\IXEB[DaB?iFAWEGE@o@ITCVCBmBHOECq@?qAC_C@mAIiL@cAG}@Ki@E_@DMDAr@AYG]CQIUyAIyA?qBBq@EwB?yA\mCRiCBOEgCDYDAKg@@eAMoBBu@HU?QEID[Ka@EyCC}@@y@GqEBw@?yCBEAiBGiBAwB@iBEiG@cC^HMGQU?gCEaACyCDOhECNM^Id@@TAJKDk@@gHIcAIuGN{A?{D,2.0,,,,17:35:23,2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,GARMIN ™️ workout: 39:00 @8:30,4.55,2343.0,3091,57.0,Run,0.0,5028415570,garmin_push_6509767232,5361887456.0,2021-03-28T20:02:52Z,2021-03-28,(GMT-05:00) America/New_York,-14400.0,"[26.108769, -80.108099]","[26.109052, -80.108191]",,,United States,26.108769,-80.108099,0.0,16.0,2.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5361887456.0,3.124,4.6,87.2,31.0,True,160.2,189.0,False,True,34.6,10.0,0.0,0.0,False,5492162.0,1.0,a5028415570,wjj~Crb}gN@o@Rs@Xi@JKH?b@Vr@TZ\h@d@hAv@tAnAr@`@j@DlAM`@T\DzAF^Lj@DdA?TLv@CbBPhARl@Pn@Vr@`@ZTt@l@j@l@j@r@`@t@Pd@Rt@Ff@B~@Hd@MZm@VSNIXc@l@YVg@XGHIb@MVe@Cq@B_@DCAgBBq@F{BXcAFgBCeEo@mAy@eAm@}@_@MF_@b@a@E_Ao@aAy@EIMKG??FvAnAr@b@VJZGd@a@TAh@XCD@A\PlB~@x@VhC\bCFfDWrAQnAAbBI^KLe@NW^Q`@a@n@iAhAW?^?]L[FBL\Hf@FhBGnDAhDHjE?|AFpHAhBCR@sEC}AAcFKsAAgACs@DIf@A\BFC@EBcDAYADEDSEOMAEAk@B{BEaAMkBIq@Ia@[_ACQAe@DUJ]@MTMOEYWMk@GgEEIGEeA_@_Co@i@KEIuDe@{@Ay@Ea@AIDYT?bAEDEELZEh@UHuBOiDI_AOeA[[Sk@e@[c@e@c@]Y_@Qo@c@_@a@uDsCGK]WIMIiA[Y[QmBg@m@G_BE_CSS?ED[?_@QOCq@Go@Ki@EmAOGCkAK{@QwAa@e@QnBl@t@P`@FjAJbANFBrBTz@NvDNh@Hf@DfAPv@RxAh@LX?VGZG?GVKRx@f@XJ@ILDn@b@Z\BFARc@`AGVExAITYBMCo@Ay@Dw@EP?RIh@Dn@CXD,2.0,,,,16:02:52,2021-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Sources say March 25th is the official first day of summer in SoFlo,5.01,2238.0,4072,51.0,Run,0.0,5010745667,garmin_push_6492298675,5343300030.0,2021-03-25T21:18:03Z,2021-03-25,(GMT-05:00) America/New_York,-14400.0,"[26.026897, -80.164213]","[26.027374, -80.170942]",,,United States,26.026897,-80.164213,0.0,19.0,2.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,5343300030.0,3.601,4.9,90.1,31.0,True,158.3,193.0,False,True,18.4,0.8,0.0,0.0,False,5492162.0,1.0,a5010745667,akz}CjahhNE^EDq@B[NER?ZAL@RD^Nd@HD^FZ?|Db@DBFR@NBpACz@Hx@KfAAf@@DDrAEjAE`C?^H`@El@Dd@A`@?zABnAJd@@VBbFIJ{ANq@NoA`@_@Ti@RmADo@JEFMbAYCHBD^?VCRCDc@H}CH{ACwAD[FAJLbHGlB@nA@bBHnB@vCIX]FcBAS@SNADNxJFfMBl@DHRIQFCjAEv@F|O?TGj@@nAGz@@fCDbA@hJINC@_A@aCLcA?}@DGAEEk@Ag@HqF?PCSBaBFk@?a@BiAB}A?y@DkCFwBEGIAGAyCGmB?gA@MRe@b@g@DCk@t@QNE@KAQMgAqAwA}A}CsD[Qs@q@q@Yy@Wi@Wg@Ay@Di@CKEYi@_@_@We@_@kAUiASq@SuA]a@@c@Fq@?k@AMe@sB_@{@Sq@Ow@_@gCKQIG[Ce@BOIYwAGqAFZCDIDm@H[IYeBESKs@GeAD[TI~Ca@ESR?hAI`B[bBe@d@GnA]v@[Tc@DaA?aAFsABEHELAdABDE?OLKn@Mn@@VHZCd@MlBI`@F\LJ?z@Gr@O`Fg@p@?v@Id@Gx@Sf@Cx@Sx@AfAO`CKl@AbADbACf@Hd@CnBAx@GnBCx@Gv@@XECiAHhADHN@`@EDABK@m@CsB@YImC?aAHeAJg@bAiDd@gAv@gAJERAnFAtA@ZD,2.0,,,,17:18:03,2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
