resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts
2,"Things I’m v grateful for: my amazing parents for visiting me, no rain and some sun, one week till final project due ",1657.4,489,498,8.0,Run,0.0,4344134690,garmin_push_5827957784,4643622993,2020-11-15T22:27:10Z,2020-11-15T17:27:10Z,(GMT-05:00) America/New_York,-18000.0,"[26.026915, -80.164354]","[26.029599, -80.159373]",,,United States,26.026915,-80.164354,0,15,3,1,0,False,False,False,False,everyone,False,g5735940,False,4643622993,3.389,4.0,87.8,28.0,True,147.9,174.0,False,True,15.6,8.6,0,0,False,5492162,1,a4344134690,ekz}CfbhhNA@iAPKFEJ?ZHbBP?rBNpAVl@ABg@?mBBuDDgAAsBGo@AkEEwABMG_GAg@B}CEcB?aBB{@AIEGI?mBBsAD}@Hy@@q@EyHD[JCZFdBD~BFlB,2,,,
2,Morning Walk,2419.1,1951,2035,0.0,Walk,,4348205002,B9FDB3C7-B5F8-4FEA-9AB3-526D8BD849AE.fit,4647959696,2020-11-15T14:20:46Z,2020-11-15T09:20:46Z,(GMT-05:00) America/New_York,-18000.0,"[26.026753, -80.164191]","[26.027576, -80.164297]",,,United States,26.026753,-80.164191,0,8,0,2,0,False,False,False,False,everyone,False,g5735940,True,4647959696,1.24,2.6,,,False,,,False,False,9.8,0.5,0,0,False,5492162,1,a4348205002,ejz}CfahhN|@Ah@KH?LFPVNFEcCDaDI_ABmCEs@u@Cs@K_AFcB?s@BKFIZGJKFe@Pc@z@SAa@KMH[^CCEOEi@@k@I}F?yDCWuBA{A@o@DcACi@LO@iA?c@Co@@o@CuA?YDCJBd@AvCDlDAz@D`D?jC@^b@LlC\~@P^@rATt@VzBj@^Vn@R`A\l@Lf@VfARz@Hh@N@MEq@@mA,2,,,
2,It’d be awesome if it didn’t rain for like 1/2 a second ,8051.3,2315,3811,42.0,Run,0.0,4337197962,garmin_push_5821034141,4636268990,2020-11-14T15:10:52Z,2020-11-14T10:10:52Z,(GMT-05:00) America/New_York,-18000.0,"[26.027014, -80.164626]","[26.02587, -80.168131]",,,United States,26.027014,-80.164626,1,14,0,1,0,False,False,False,False,everyone,False,g5735940,False,4636268990,3.478,5.1,89.3,29.0,True,162.1,192.0,False,True,12.0,-2.4,0,0,False,5492162,1,a4337197962,ykz}C|chhNG@s@I_@@[FMAFPHn@?h@ZVtAXp@Hh@L`APRB^HDl@BnAAj@NLGXDl@Ix@Fl@@nAMpA@h@C|AFv@EZF\?ZCLBjCDl@FRATFZAnADdBCf@CDiAD}ATqA`@m@Xg@FoBEaB?_CF}A?YIc@EW@OPIj@@~FDpC?ZGZILc@DiA@E@UBuAA{@EuA@]EBm@ATGJYFiBDHSk@Da@LeABg@H[@YHuB@_@BWHYBUAmATk@Fg@Rm@Pg@IECKYa@q@]]AWFSHIt@WZB^bANVTVXDl@YHB\Dt@C\BRILOTFj@APKj@s@f@e@Yq@?ERe@?a@FSJGb@Mv@KNOBSRa@Hi@Bo@?sAWmA@Mc@qB@u@EoA?iAEcAMs@Y]YO]IaBBe@IWYi@u@[]k@Wg@AkAFg@Ho@Ry@\DZCJOi@KAo@LmA?cA@q@Aq@M]SY]MuAMOgDEMCg@@aAE~@@BJK^OJOZSr@C|@BXNb@Jh@@h@Hf@\d@@f@Mb@KFg@J?B?\H`@RPLT?DIVSX?BHRT\Hd@Cf@i@^Ab@@z@QnAEFCNLdA@dADLHFDADSBAB?DPFb@GVEAMQIEKBBtAHf@Dt@BJl@Ph@H~@GxAC\M@YA]@Sd@_CJWVWh@s@lAsBTo@@[f@QJKFc@N[ROLSLq@N[FUTmBEKFJFl@Mh@Iz@S~@SnA?~ABZJh@\z@PHd@@d@FRHBDYhAW^[Tc@PCJDb@LHHLJVAFJJD@z@DTCr@Qf@Cx@Oj@CvBY~BM|BBHC|@Fn@A`@DvCUpA@CFNN\BxA?ZJLOn@UF[BWCeEFm@LQlBOn@?^ExA?hAEVBVmAHW@s@@ENGZALCr@G~CkAt@KfAULQLAHW@y@Ak@DKAa@EMDUBw@Ag@EYMYGqABs@Gc@@_@C}@@uAFq@,2,,,
2,Not even sure at this point anymore ,1619.4,455,487,3.0,Run,0.0,4324675457,garmin_push_5808530722,4622939402,2020-11-11T22:06:07Z,2020-11-11T17:06:07Z,(GMT-05:00) America/New_York,-18000.0,"[26.02707, -80.164488]","[26.030068, -80.174688]",,,United States,26.02707,-80.164488,0,12,0,1,0,False,False,False,False,everyone,False,g5735940,False,4622939402,3.559,5.4,88.1,30.0,True,142.1,167.0,False,True,13.0,8.0,0,0,False,5492162,1,a4324675457,elz}C`chhNu@NMJEJJjBNXtAJnATn@?|@L@FDj@CdABb@HXKb@OLCHHnAJ|@HlAGtABBAhA@`BADAXD`AEtCFl@H`@HxB@xBEJiAD_Ch@_Bn@_@L}ACiBLeFAcAOKES?GNK|@F~ADfDBh@?Z,2,,,
2,Monday ~vibing~ ft. Exhausted and these shoes used to be white ,4839.0,1408,1807,21.0,Run,0.0,4314853209,garmin_push_5798837987,4612537217,2020-11-09T22:05:41Z,2020-11-09T17:05:41Z,(GMT-05:00) America/New_York,-18000.0,"[26.026938, -80.164476]","[26.03069, -80.152928]",,,United States,26.026938,-80.164476,0,13,1,1,0,False,False,False,False,everyone,False,g5735940,False,4612537217,3.437,4.6,88.0,29.0,True,159.3,182.0,False,True,19.8,5.4,0,0,False,5492162,1,a4314853209,ikz}C~bhhNW@[HICI@EDOx@?d@Jf@LB\PrARj@DlATj@CBJ@`@E`B?^CLBVBHFD?VDNEp@@lCU`DDtA?l@B^@jB@`@Lb@D|@?CHz@CpC@r@E\KDw@Ly@H]FcBh@g@\GN?LBtADhA@bCCJIFu@@[Ds@@wB@oCJqACiABUNCXDbAGf@WDiCDcAAqCHK?WIaBBc@KIcBE_D?qDGwC@aA?uDGgAOkBd@B[GKQ_@{BOuCCwCF{Bd@mDNmBCwAFy@GoBOm@Hg@Dg@A_@H{@Mq@E}A?cAGq@A}AA{DDcBAgBDu@K{CBsCIaE@eEEuE@yACaB@uABQBA\C`GEx@DEw@AgCC[CeDBQrCGTAFBAhCBp@CpA@^,2,,,
2,Post work pre topical storm steps,1619.2,441,527,9.0,Run,0.0,4298939030,garmin_push_5783325075,4595600826,2020-11-06T22:07:02Z,2020-11-06T17:07:02Z,(GMT-05:00) America/New_York,-18000.0,"[26.02758, -80.164381]","[26.0321, -80.153827]",,,United States,26.02758,-80.164381,0,12,5,1,0,False,False,False,False,everyone,False,g5735940,False,4595600826,3.672,4.6,88.7,28.0,True,143.5,176.0,False,True,18.0,8.8,0,0,False,5492162,1,a4298939030,koz}ClbhhNGVJnAAd@EJIBwAWaAc@_Be@cBq@w@Oq@W_Ds@uAOwAW}@Ko@KQGOKEGE]BUCm@EyEFAG{A@_DIiENKIaACi@@YCcDGeB?KHG@GAi@Gy@EwDHi@^MZa@Ji@?iACuBBuB,2,,,
2,Apparently there’s a tropical storm coming ,8059.0,2352,3280,41.0,Run,0.0,4291938531,garmin_push_5779025793,4590980720,2020-11-05T22:01:02Z,2020-11-05T17:01:02Z,(GMT-05:00) America/New_York,-18000.0,"[26.026867, -80.164393]","[26.025915, -80.17015]",,,United States,26.026867,-80.164393,1,17,1,1,0,False,False,False,False,everyone,False,g5735940,False,4590980720,3.426,5.0,88.7,28.0,True,161.1,184.0,False,True,16.6,7.2,1,0,False,5492162,1,a4291938531,{jz}CnbhhNOH]LcAFMBCDCJFdBDHJLVJbBFz@Pz@Jp@BBBDJHf@CxB@h@Db@?~@EXDj@BnAMxC@p@Jl@?JEL@lAGd@@dABv@LbA?l@DhDAb@CD}AP{A\y@ZsAZ_B?e@EgHBwAOMBQb@Cp@BlABj@?~ADxC?d@ELE@{CL_BA{BFk@AsBBIMw@BYBaBBsBNm@AsAJcCZmAXk@De@AOQM[[_@M[H]bAa@J?LJVv@Vb@\TPBFC\[pBAl@Kp@Et@Ib@MRCf@JYu@@KbBgAJe@@qABa@Ts@Dm@?eAI_Ae@}CC_@EaABm@?i@EeAMaAOa@_@[e@IsA?e@AEAa@]_@o@[]_@YcAGw@@e@Fy@PaAZA@@JP^EMMYG?a@HoAHu@@cAAq@GUG]MYWKqAGOKIqDK}@@g@AUBGBAFDJ`@NCb@O\CXHpANLJ`@Cj@Bb@f@f@HRBf@Sd@w@VCFANLj@XTPR@RELQPCF@Jf@fAAp@CDc@NKLB`AEh@Kt@JvBCXBVFD@AHQHD@D@RCj@CBE?KMSE?VVtB@f@HNz@PZ@fCC^MD_ALs@KMA{@BOd@q@dAaAt@}@Pe@N_AJOp@MJGT_AVWLW^eBT_BF?BD@RGp@u@~DGzBJ`Aj@~@jBP@B?DWn@Cf@MRcAb@CDE^`@d@LV@JHHb@?d@ARCTGhAIp@Kj@A`BQlCQ`BDVCLGTAP@b@HhDK|FC^AFQBND@V?ZEDKGgC@kACmEHq@Nw@^yATa@ZS|@HfB@JPACPEbCE|@E`@?h@DDBJd@Dl@ANBRDBbBs@dDc@@EAi@BeAAiBKeAAiA,2,,,
2,Monday ~vibing~ #democracy,4843.3,1416,1625,29.0,Run,0.0,4278002927,garmin_push_5764885569,4576222070,2020-11-02T22:06:07Z,2020-11-02T17:06:07Z,(GMT-05:00) America/New_York,-18000.0,"[26.026903, -80.164426]","[26.030632, -80.152918]",,,United States,26.026903,-80.164426,0,8,0,1,0,False,False,False,False,everyone,False,g5735940,False,4576222070,3.42,4.3,87.1,26.0,True,150.7,173.0,False,True,29.4,9.2,0,0,False,5492162,1,a4278002927,ckz}CtbhhNq@Ny@BODAZDvABHRDPLd@RdADpB\VBZ?@DDf@?vCDd@Cr@Ef@JrAGvB@d@Ct@?RFv@E`@BbACx@FrB?b@L^Cf@DpC?r@CLGHuDp@uBz@c@F{@C}GDkABmAUKBIHK\Ef@P`K?RG\IBS@kEBoADmF@GEAEEg@GgIAwDB_@GoFCu@QeC?Cd@DWAGGSkAGm@McBAuBEk@@uAD{AZuBViDFEHa@G_@Cw@@m@G[Ci@L]ImBEi@Fw@Iw@AeFGq@CwA?sGEiFAeGC}@@qBI{JAkF@KDCpA?r@GtBBRCx@UBCDe@AuE@}ABWBA`AAXC`ABJV?lBF`A@~A,2,,,
2,Post work steps ,1622.3,433,500,6.0,Run,0.0,4266360311,garmin_push_5752822823,4563839025,2020-10-30T21:33:26Z,2020-10-30T17:33:26Z,(GMT-05:00) America/New_York,-14400.0,"[26.026602, -80.164455]","[26.02754, -80.164464]",,,United States,26.026602,-80.164455,0,10,3,1,0,False,False,False,False,everyone,False,g5735940,False,4563839025,3.747,5.6,89.4,30.0,True,144.9,171.0,False,True,13.0,7.6,0,0,False,5492162,1,a4266360311,giz}CzbhhNSFMHUHq@Mu@@O@EBKP?tAAHIF{Bs@mCq@wAk@[Qc@QcCq@m@Mg@AaAMKAFO_D[}@QIe@CmDBiA?a@DKB`ADdFDPNJVFh@Bl@LpAJ`ATnAR~Al@|@VtAd@~Bf@h@HlA\tAVBA@OE_A?S,2,,,
2,Sweaty but v content with this weather ,8060.2,2260,3793,27.0,Run,0.0,4260171853,garmin_push_5746215417,4557253740,2020-10-29T21:05:12Z,2020-10-29T17:05:12Z,(GMT-05:00) America/New_York,-14400.0,"[26.027536, -80.164139]","[26.028804, -80.143162]",,,United States,26.027536,-80.164139,0,12,0,1,0,False,False,False,False,everyone,False,g5735940,False,4557253740,3.566,4.9,88.7,30.0,True,160.7,188.0,False,True,13.0,0.2,0,0,False,5492162,1,a4260171853,aoz}Cz`hhNCF?bAH|Ah@Tj@Fd@?b@Hl@D~@Nb@AFyE@{DCuAAgFEiABeAJ?BGBa@@sACy@?kA?i@BYPEh@Cd@?bABDh@?ELMDAhDK`B@`@El@@f@BRHh@XVHf@FDC?IKq@MuG@iAIoD?yAAmFB[?i@Ei@?gAGoD?yDAgB@kDGiC?mA`BOz@BFABICU@}ABMPGEgABu@K}BAkAVg@H@EMEk@IqBAkEQGdBB`@ChBDPAn@@vCGHDp@GP@BBx@@nFIvAILJAmAG{B?iDDKFArAEVc@~@QGuEEg@@OA?|@ERKTQNEpBAt@@fAGNB~@Az@AXC@KMqD?EFIE{@CaBBi@B_@IgC@e@CQC}@D}EGwD?UZECcAAmBKoDAaB?a@JKIqBAiBEi@GwCCoCAC_@Kc@CK?e@Hg@`@INCPA@ANg@`AQVi@^YJm@HU?u@Ca@Qa@We@g@Uc@]aAU[QMyAHgAAe@B}DB?YENSHe@LIHONIRLrI@xDOZaARe@Ve@Pg@d@_@l@]TYDw@DeEEYHADC`@?b@Kt@{ALk@M?[@f@AnB@d@IXWHgCEmEMe@B}A?Cf@aAGk@?m@B_@EY@EFB`A?rA@`ABxGFz@CRe@LkC@cCAa@LMXBzBATEM?b@NzPAJkA@s@A,2,,,
2,Let Freedom Run #democracy ,4829.7,3529,3789,15.0,Walk,,4252060536,garmin_push_5737642074,4548680628,2020-10-27T21:31:58Z,2020-10-27T17:31:58Z,(GMT-05:00) America/New_York,-14400.0,"[26.026779, -80.164241]","[26.026944, -80.164082]",,,United States,26.026779,-80.164241,0,15,0,1,0,False,False,False,False,everyone,False,g5735940,False,4548680628,1.369,2.5,55.4,30.0,True,103.8,121.0,False,True,12.8,6.2,0,0,False,5492162,1,a4252060536,ijz}CpahhNC?DEh@EF@REFGNBDDPDT@@CD{@F@DC?a@Ei@FwCIcDC]EI?[BmBCe@Dk@VI@CCs@?sACg@@a@EOf@OZBhA?l@IZ?zABVBh@AVBp@MPDf@B`ACNEb@RLBb@Tl@Px@?dACZBRCZ@`AEb@Db@IfABfAKb@Ab@@PAlABt@E`@@JAb@FZEPBv@E\El@@b@Gn@BTBNAR?REZB~AMb@Bb@AP@n@E\Bv@C^B\@LEHBRCpAATC|@ExAFNGr@Dx@AXEN?LCXDXQh@AFAf@CRBTPNBRCBK?IkBDKD]?EF[?_@DIAAEUJKC_ABi@ACBm@BOGi@BgAAeABUDq@BsC?[@{BBaACu@@OBkAAs@DQC_BJsA@a@Dg@EmA?OBS?a@Bq@CaAHy@?y@DOCe@?IAMBo@?_@BUAQBwC?_@KYSc@Q]Gw@CAA@EEDO@_@@OBUAmAFMDe@@qBCSCi@FaAAo@@CBAFAn@DZAXFdDCR@r@CDOLEZBt@C~@@jBBz@@H@vA?r@CTDrBEb@?`@EP@f@KlA?Te@AMCCMI{@@]DUAyBI?CDAAYBMF{@A@REDQDYB?@GEIl@GCXOLE\YAYGG?ADGLAJKKA?D@?IEEB,2,,,
2,Monday ~vibing~,4841.1,1431,1998,20.0,Run,0.0,4247617250,garmin_push_5732886986,4543995276,2020-10-26T21:12:50Z,2020-10-26T17:12:50Z,(GMT-05:00) America/New_York,-14400.0,"[26.027573, -80.164221]","[26.030603, -80.15719]",,,United States,26.027573,-80.164221,0,15,1,1,0,False,False,False,False,everyone,False,g5735940,False,4543995276,3.383,6.3,86.6,30.0,True,158.6,179.0,False,True,15.8,3.2,0,0,False,5492162,1,a4247617250,ioz}ClahhN?XDj@J\Dt@JZhB\hAJz@Vr@BXNDXE~@@pAHXHCM|CDK?z@Bb@OvAE`AAjAF\Eb@Bh@Ct@AnA@JPT?dAB\AlFIL_@NeB\_@DwAn@_@VCBCb@FzFARSN_@Dw@@aBH{@AsDLuBCMPC\Bv@Gd@GBM?\GYRi@Di@A_A@qAK}ADyCBi@FEAIIGw@Bk@EeA?wFEyC@u@AuB@cA[kE^FE@[KIYWuAOiBCcD?qBDyARqAFSPkCLQIqBBg@Eg@?_AFiCACDGAACcAIq@Ey@?yAEuBAyEBmCAkBS{[?iG@WFGZC~@FhD?z@IT@Mb@FQ`@IpAEt@DFR@f@?lCBjCAd@JdJ,2,,,
2,My “normal” route was entirely flooded...,8063.6,2340,3833,40.0,Run,0.0,4243849898,garmin_push_5728662893,4539968088,2020-10-25T19:56:45Z,2020-10-25T15:56:45Z,(GMT-05:00) America/New_York,-14400.0,"[26.027563, -80.164366]","[26.018395, -80.159488]",,,United States,26.027563,-80.164366,0,15,0,1,0,False,False,False,False,everyone,False,g5735940,False,4539968088,3.446,4.8,88.8,31.0,True,160.3,182.0,False,True,21.6,5.2,0,0,False,5492162,1,a4243849898,goz}ChbhhNFj@BrA@LRZpAXvC`@RJX@F@PRFh@@vADn@B@Bv@EV?h@Bj@?vAIl@AVNl@Bd@Ax@Ml@En@@X@vCCEJBJRBp@?l@FXEZA~CATEJ]Hm@B[Hu@Va@FqA`@QNCqABWHxAIp@AlABpCDnAOJ[BuDCcDFc@?k@GnB@fDCPTDrBEJC@kAFqDCy@BUHqA?gAF_BCUD_FAo@Ay@B[?OKkBFBCdBKBC@g@G_DCsFG{C?_CCaBOqBM}@Mi@QmBQmI@c@HmAP}@NgAFgAFo@J?EcA?eAGm@A[@cDA}@JUK_@Ge@CyHEyA?qE@_BHKEy@GcDBw@GgE@cBAiBE_AAgABADBT`@\ZfA@@D_ADUGQUQ]IKE{@GmH?o@HCC]?}CGcD?g@@MBCVCtDB`@@HFb@@~@EfA?DJ@CNGf@CdA@d@KnAAP?PH@HCP?xCH`GIfA@n@Fb@B|CICBJRZ`@D|ADzHC?PFI`@G`BCfC@v@I~GC\MNOx@AIAbCBJCn@a@tAi@d@B`AGl@DlAGnACVC`ABxCE`@R~BEh@FbA?dAGbBENGPg@LSHA\@RBb@NL?n@O\FHCFbADfHLrADxDAhAJdFGCG\wBHyACs@Da@?g@DQNQFqAB,2,,,
2,Biz Bach part 2 ,2380.9,912,912,7.0,Run,0.0,4237374283,garmin_push_5721614296,4533113170,2020-10-24T14:43:55Z,2020-10-24T10:43:55Z,(GMT-05:00) America/New_York,-14400.0,"[31.152273, -81.368001]","[31.144611, -81.370558]",,,United States,31.152273,-81.368001,0,14,1,2,0,False,False,False,False,everyone,False,g5735940,False,4533113170,2.611,3.4,84.1,29.0,True,142.6,156.0,False,True,13.0,4.0,0,0,False,5492162,1,a4237374283,ulc}D`esoNODQROPOb@C?a@WqByAUSq@e@EIYU]QqAaAo@a@W[k@c@[QC?[Xs@|AYt@Wd@K^o@bAe@fAEPRRvAt@L@X]P[?EZ_Ax@}AfAeC`@Qv@^Xb@\Vp@b@\PLRp@l@n@\j@`@v@^PRbAz@lA`AVLFHd@V`CrBn@d@XXxA`Ar@r@`@P\\f@TjBbBvA|@|@x@h@Zv@l@XLl@h@ZP`@\ZRNDPGT]FSb@u@@MXo@BOLW?GPYFYj@aAf@eA|@sATWLC\i@,2,,,
2,Biz’s Bach!,4836.7,1413,1768,18.0,Run,0.0,4232493985,garmin_push_5716493244,4527971666,2020-10-23T12:03:25Z,2020-10-23T08:03:25Z,(GMT-05:00) America/New_York,-14400.0,"[31.150793, -81.367263]","[31.151968, -81.367441]",,,United States,31.150793,-81.367263,0,14,3,1,0,False,False,False,False,everyone,False,g5735940,False,4527971666,3.423,4.4,88.0,26.0,True,154.5,171.0,False,True,16.6,7.4,0,0,False,5492162,1,a4232493985,mcc}Dl`soNKD_@f@Sb@IZo@r@O|@DJVVj@`@\\BDEZUXMZDPzAz@r@n@~@z@VRb@RfAp@LNJDf@d@^Nz@t@z@j@tCzB`@Vd@f@t@h@j@\\V|@t@n@p@d@`@h@n@XTRd@d@^LRv@z@dAx@HRx@p@L\`@j@xAtAJTENQU_Au@i@[a@e@s@o@W_@eAaAC@KNMRc@f@Ff@V^`@`@vAnAbAhARZd@f@`@^TZ@HWH?CL@\ThBhBrE~EdAdB@JPZTp@b@bADDF?PUXu@R]Na@bAgBZu@Ta@HMZWdAkBY\u@bBIHq@z@u@jAO`@ANo@|A]j@]LWSYc@Wq@]s@kAcBu@_AkFiGc@_@A@GWW[_DkDi@s@g@c@mBsBo@i@oA{@YKc@Ec@RM?GICe@OKeA]iCeAa@K{A[YCGK?UNm@rBkEDAP]@GIc@UUy@i@}AkAoAw@qB_Bg@UYYqA_Ag@e@WMUWaDaCQI}AgAGKCMH[Z_@bAgBDO,2,,,
2,Lunch break run ft. Very confused workout schedule ,1626.7,429,537,6.0,Run,0.0,4229193728,garmin_push_5713105337,4524492681,2020-10-22T16:11:34Z,2020-10-22T12:11:34Z,(GMT-05:00) America/New_York,-14400.0,"[26.02756, -80.164282]","[26.032338, -80.160034]",,,United States,26.02756,-80.164282,0,11,0,1,0,False,False,False,False,everyone,False,g5735940,False,4524492681,3.792,5.1,89.1,30.0,True,149.3,167.0,False,True,8.8,4.8,0,0,False,5492162,1,a4229193728,goz}CxahhNHlC@NFHDBXB^?RDt@VdARV@z@E@IAeADiBC}BFaBEs@DaAAy@D}@?UKWAy@E]c@HcAGiFNIJCT[\a@D{A?e@GGIBk@AEFIAyCEoADqBE{@GOEAc@HwAFa@A]DoACcDJ_AAqADc@I}@BMBEH?rA,2,,,
2,Monday ~vibing~,4839.3,1382,1926,23.0,Run,0.0,4217585736,garmin_push_5700850033,4512192039,2020-10-19T21:14:00Z,2020-10-19T17:14:00Z,(GMT-05:00) America/New_York,-14400.0,"[26.027669, -80.164255]","[26.028742, -80.158737]",,,United States,26.027669,-80.164255,0,12,0,1,0,False,False,False,False,everyone,False,g5735940,False,4512192039,3.502,4.9,87.7,29.0,True,154.4,184.0,False,True,17.4,6.6,0,0,False,5492162,1,a4217585736,{oz}CrahhNC?FNL|@D|@F`@VJRXJDpBTlAR|@H@DFx@AdADv@?d@DVGrAFp@BdAEh@EhBAlADf@@jAE|A@hARnAJjCC|AGPy@Jk@Pc@Ba@HcC`Ac@FeL@g@Ea@IWBUZCn@H`F@pDE\k@FyADiCGsAF{BDq@?SEEKAm@GkJEkC@sDCsAEcAOwBd@BM?OK_@}BOgDAeB@mBBmANw@PgBJ{AFS@@@MGuAD{@GWEqBIOEOBQDE@UAg@Hq@KiAAqCEeA?cM@[DMKcIBcBGkB?mBCuA?mABYDAHBj@x@hALT?r@C\ULa@JEJA|@C^BjFC~AGdC@b@CH@BBB\AEHtGB`J,2,,,
2,Sunday evening stroll ,12242.8,2454,5221,33.0,Ride,10.0,4213984213,garmin_push_5696839442,4508344252,2020-10-18T21:41:32Z,2020-10-18T17:41:32Z,(GMT-05:00) America/New_York,-14400.0,"[26.026644, -80.164395]","[26.026935, -80.164188]",,,United States,26.026644,-80.164395,2,13,3,1,0,False,False,False,False,everyone,False,,False,4508344252,4.989,8.2,,29.0,True,110.4,141.0,False,True,16.8,6.2,1,0,False,5492162,1,a4213984213,oiz}CnbhhNGCGWfACn@FHJ?RKnD@^NFBA?ICe@JcEDuEA}@AMCmEGmAIaKBw@C}J@iAGkBAgDCg@CwE?wCGaB@yDCk@C_GBo@L_@Bs@F]GwAE_BCcE@_AIyBIcG@kAGyAC_EIk@Ek@CAa@C}ABaBFqA?Y@iAEsBD]MWQu@GqEEgN@_AEWQCm@GuMOmQE}HBaAGgEAiDUeOCeCBa@CiHGkC@wDOaGCuGGy@EeB@oBCeB@g@AeHGeHAaAIoAA}BEq@G_E@kDCsA@MDCK?c@IAC@u@JIJOKq@Fe@E]ECIAS?c@EDBd@@t@CK?GDBRAHIXKJFP@PG^@FEx@F`@DbBD|@FvE?rBCb@B|CCxBBvCF`CCn@PtG?rBBHAdCHvF?hGHrLBRBvADnFVxOZnn@H`FDtEQPJv@G`AH~@@h@@vDDnCAhBDtAAbCDdD?lEJ@b@C?p@DdA@r@AlDDd@JJNBdJKfD?tBG\@JJGpBHrDE|AFhDAnGBnC?lDH`GC`@BjCBHPL\LpMQf@CtABB@?`EHhCAj@BPFHJBl@?DFBTA|@@RDJBz@@vFBtAId@QlFKBECGYByAFs@Aw@?GOYYCUDO?i@Fe@?CC,2,57.9,142.1,False
2,New route in testing ,8053.7,2288,3911,34.0,Run,0.0,4206953760,garmin_push_5689835222,4500885230,2020-10-17T14:04:10Z,2020-10-17T10:04:10Z,(GMT-05:00) America/New_York,-14400.0,"[26.027537, -80.164347]","[26.025905, -80.168051]",,,United States,26.027537,-80.164347,0,9,2,1,0,False,False,False,False,everyone,False,g5735940,False,4500885230,3.52,5.3,89.3,31.0,True,158.6,190.0,False,True,8.8,-5.4,0,0,False,5492162,1,a4206953760,aoz}CdbhhNDj@BvABR`@F~@DfATR?TD`@^f@JTH@FFj@HxBJZAv@MfABnACl@CFGv@AtA@x@Hh@GZD`@CnA@x@BhANnB?|AC^@|@CJSFcBNqATc@Nc@Vq@P{AFwAAaBDeAFwBCg@ISDMVI|@JnJ?f@GN_@FkA?kAEaB?c@B]Fe@BUCDSAFUJoBAAI_BLu@BMBU?c@DaB?[De@@oCf@a@C}@NuAHSE[}@[i@?GJYPEGLv@[PBHNHXDXHNLN`@L^SJAvAFXAVEvAMZI@GLDjAGHMUc@ESBElAk@b@_@DK?UCY@o@Fg@Pc@F]BS@k@I}AOm@Eq@UuAKaB?}BCo@E[Se@ACWQg@OcBAYG]UAMGMu@}@IIUGcAE}ANoB`@IDCDKG_@LkAD{BCs@Gi@KUQKWImAIKi@Ck@IwBB_AA_@BEDDJVNFH?DId@S^C^Av@NJJRCZUHAFPXRh@Z`@DJ@PGh@GFs@`@IBJv@^\JT?PQVIRJVRVHRBN@\Q\]RClAMh@Ed@HxBEL?J@RFHD@HWD?JRDl@CLI@SOCAEDAfAHv@?b@FJvBf@~BA`@MBYCa@Js@[EjAcBNYPg@^WTKPWXoAFg@Ak@MIbAALGDELq@d@e@j@_CH_AF]B@BPBv@Kj@ECUp@QbAIrB?j@@RJd@Xz@RP~@JHFL^@VCZM^[Ve@NINH`@PLJX\^zAGVM`@Gt@CPEpAGxBQh@AZBp@?rBOp@F^Ct@@r@EH_@@RBDJ@lBEx@@zAAnABHAFGPmADaA@E?`@HKZOd@E`DGbD?TILIAGHJLBhA@`@EJS@]GcE?sANS^SbA]USD@`@Cn@Oh@Il@EPI@E@QIsC?cAAISSF}@AiA@{@KcDDaCBQ,2,,,
2,Still figuring out new workout schedule ,1974.0,546,631,3.0,Run,0.0,4199955734,garmin_push_5682580022,4493461837,2020-10-15T21:12:51Z,2020-10-15T17:12:51Z,(GMT-05:00) America/New_York,-14400.0,"[26.026973, -80.164296]","[26.032878, -80.175236]",,,United States,26.026973,-80.164296,0,12,0,1,0,False,False,False,False,everyone,False,g5735940,False,4493461837,3.615,4.6,88.9,30.0,True,154.0,170.0,False,True,11.4,7.8,0,0,False,5492162,1,a4199955734,qkz}CzahhNm@DKLGb@Az@@LFRzARn@Df@JfAHPFHbADpBHb@LXANDn@Kf@@lBIvAInBBl@Hh@G\D`@CbA@lBB^Hh@@dADp@AjABv@EJgAN?XKEi@B}A\_A`@iARoCF{C?e@DqA@e@GYG[AMPEX@lB?|ADtDCpASFm@ByAAgAD_BA_FF,2,,,
